Instrument,Last,Size,IV (Bid),Bid,Mark,Ask,IV (Ask),Size,Open,Δ|Delta,Gamma,Vega,Theta,Rho,Volume
BTC-31MAR23-24000-P,0.119,15,68.62,0.1305,0.1335,0.136,70.55,15,49.4,-0.25093,0.00002,85.69198,-10.1876,-92.70146,-
BTC-31MAR23-300000-C,0.0015,101,86.68,0.001,0.0016,0.0025,94.58,28,146.9,0.00758,-,5.62829,-0.8703,1.43782,-
BTC-31MAR23-32000-C,0.2125,14,64.92,0.205,0.2075,0.2105,66.49,14,67.2,0.57395,0.00002,105.51829,-11.81855,88.36175,-
BTC-31MAR23-22000-C,-,-,-,-,0.3748,0.6855,200.02,0.1,-,0.79021,0.00002,77.52014,-9.41656,100.17977,-
BTC-31MAR23-80000-P,-,-,-,-,1.6831,-,-,-,-,-0.91089,0.00001,43.38357,-4.92253,-625.50294,-
BTC-31MAR23-15000-P,0.0405,18,77.6,0.0395,0.0414,0.043,79.99,18,664.6,-0.0908,0.00001,43.99125,-5.92115,-31.8683,2
BTC-31MAR23-200000-P,-,-,-,-,5.6619,-,-,-,-,-0.98388,-,10.83912,-1.55421,-1602.55979,-
BTC-31MAR23-20000-P,0.0685,16,71.73,0.0815,0.0842,0.0865,73.92,16,411.3,-0.17126,0.00001,68.42829,-8.51374,-61.60135,-
BTC-31MAR23-24000-C,0.374,-,-,-,0.3345,0.6705,200.09,0.1,1.6,0.74907,0.00002,85.69198,-10.1876,99.9716,-
BTC-31MAR23-38000-P,-,-,-,-,0.4094,0.8505,200.04,0.1,-,-0.54812,0.00002,106.5869,-11.68072,-230.90252,-
BTC-31MAR23-55000-P,-,-,-,-,0.8883,1.344,200.07,0.1,-,-0.77739,0.00002,80.2283,-8.79247,-401.66801,-
BTC-31MAR23-60000-P,1.0175,-,-,-,1.0424,1.493,200.03,0.1,2.8,-0.818,0.00002,71.10981,-7.8289,-448.61355,-
BTC-31MAR23-50000-P,0.74,0.5,-,0.41,0.7387,0.98,133.96,0.5,56.9,-0.7261,0.00002,89.62505,-9.79495,-353.22818,-
BTC-31MAR23-60000-C,0.0455,16,63.73,0.043,0.0449,0.047,65.42,16,371.8,0.182,0.00002,71.10981,-7.8289,33.0691,50.1
BTC-31MAR23-26000-P,0.1385,14,67.16,0.1595,0.163,0.1655,69.1,14,18.5,-0.29397,0.00002,92.70994,-10.80118,-110.18319,-
BTC-31MAR23-35000-P,0.4125,0.3,29.56,0.215,0.3382,0.766,199.9,0.1,0.3,-0.48925,0.00002,107.32933,-11.86768,-199.52352,-
BTC-31MAR23-15000-C,-,-,-,-,0.542,-,-,-,-,0.9092,0.00001,43.99125,-5.92115,88.55236,-
BTC-31MAR23-100000-P,-,-,-,-,2.3401,-,-,-,-,-0.94817,0.00001,28.56201,-3.37619,-792.94136,-
BTC-31MAR23-25000-P,0.1525,14,67.84,0.1445,0.1478,0.1505,69.86,14,30.2,-0.27225,0.00002,89.35619,-10.51397,-101.29674,2
BTC-31MAR23-35000-C,0.18,14,64.12,0.1705,0.1729,0.176,65.66,14,56,0.51075,0.00002,107.32933,-11.86768,81.45802,-
BTC-31MAR23-140000-P,-,-,-,-,3.6663,-,-,-,-,-0.97414,-,16.17915,-2.07764,-1118.98233,-
BTC-31MAR23-200000-C,0.003,34.8,82.66,0.003,0.0035,0.004,85.43,26,147.8,0.01612,-,10.8393,-1.55424,3.04909,16
BTC-31MAR23-45000-P,-,-,-,-,0.5953,1.0505,199.98,0.1,-,-0.66219,0.00002,98.36826,-10.73974,-303.22037,-
