Instrument,Last,Size,IV (Bid),Bid,Mark,Ask,IV (Ask),Size,Open,Δ|Delta,Gamma,Vega,Theta,Rho,Volume
ETH-31MAR23-1300-C,-,-,-,-,0.3967,0.6795,200.07,1,-,0.77136,0.00023,4.64626,-0.67141,5.15391,-
ETH-31MAR23-1800-C,0.269,165,80.17,0.263,0.2655,0.2685,81.78,165,116,0.61581,0.00031,5.86489,-0.80965,4.81849,1
ETH-31MAR23-3500-C,0.077,185,78.44,0.078,0.0803,0.0825,80,185,5168,0.25753,0.00027,4.9553,-0.67003,2.4378,159
ETH-31MAR23-6500-P,-,-,-,-,2.8138,-,-,-,-,-0.92076,0.00012,2.26593,-0.32253,-51.37382,-
ETH-31MAR23-2100-C,0.2835,167,79.12,0.2075,0.21,0.213,80.67,167,1,0.52916,0.00032,6.10835,-0.83198,4.39047,-
ETH-31MAR23-800-P,0.0535,210,91.75,0.051,0.0531,0.055,94.46,210,952,-0.09181,0.00012,2.53022,-0.40235,-1.99352,5
ETH-31MAR23-5500-C,0.031,216,80.19,0.027,0.0285,0.03,82,72,28815,0.10725,0.00015,2.83476,-0.39236,1.08314,14291
ETH-31MAR23-2300-C,0.2055,168,78.71,0.178,0.1806,0.1835,80.25,168,33,0.47702,0.00033,6.11463,-0.82895,4.07703,-
ETH-31MAR23-3400-C,0.0835,183,78.54,0.0835,0.0854,0.088,80.06,183,147,0.27059,0.00027,5.08182,-0.68669,2.54733,13
ETH-31MAR23-3200-C,0.0995,180,78.49,0.095,0.0971,0.0995,79.94,180,92,0.29942,0.00029,5.33331,-0.72039,2.78364,5
ETH-31MAR23-6500-C,0.02,5,83.02,0.02,0.0205,0.021,83.78,83,2615,0.07924,0.00012,2.26601,-0.32254,0.80776,261
ETH-31MAR23-2500-C,0.158,170,78.49,0.1535,0.1562,0.159,80.06,170,2176,0.42978,0.00032,6.02967,-0.81544,3.7637,103
ETH-31MAR23-30000-P,-,10,-,0.0005,16.5088,-,-,-,-,-0.99484,0.00001,0.22841,-0.04101,-240.78345,-
ETH-31MAR23-1400-P,0.183,169,82.42,0.1795,0.1828,0.186,84.66,169,118,-0.25971,0.00025,4.97698,-0.70975,-6.08755,1
ETH-31MAR23-2200-P,0.439,-,-,-,0.4785,0.867,200.23,1,165,-0.49752,0.00033,6.12467,-0.83195,-13.42673,4
ETH-31MAR23-2400-C,0.171,169,78.67,0.1655,0.1678,0.1705,80.08,169,1003,0.45277,0.00033,6.08181,-0.82324,3.91945,2
ETH-31MAR23-1700-C,0.315,165,80.66,0.285,0.2878,0.291,82.46,165,7,0.64653,0.0003,5.70688,-0.79371,4.93421,-
ETH-31MAR23-4000-P,1.136,-,-,-,1.3954,1.799,200.1,1,28,-0.79501,0.00023,4.36199,-0.59562,-30.13136,-
ETH-31MAR23-2000-C,0.23,166,79.3,0.224,0.2268,0.23,81,166,854,0.55698,0.00032,6.0622,-0.82848,4.5421,10
ETH-31MAR23-1600-C,0.35,-,-,-,0.3106,0.6425,200.07,1,4,0.67715,0.00029,5.51045,-0.76863,5.04223,-
ETH-31MAR23-10000-C,0.01,116,88.22,0.008,0.009,0.01,91.02,265,12631,0.03633,0.00006,1.22311,-0.18707,0.3763,27
ETH-31MAR23-2500-P,0.507,-,-,-,0.6152,0.65,89.07,1,1016,-0.57022,0.00032,6.02967,-0.81544,-16.30613,-
ETH-31MAR23-1000-C,-,-,-,-,0.5031,0.7235,200.11,1,-,0.85862,0.00016,3.43988,-0.52219,4.89008,-
ETH-31MAR23-7000-C,0.0185,236,82.5,0.0155,0.0165,0.0175,84.25,10,12589,0.06561,0.0001,1.96078,-0.2791,0.67507,231
ETH-31MAR23-1400-C,-,-,-,-,0.3658,0.6665,200.07,1,-,0.74029,0.00025,4.97698,-0.70975,5.15156,-
ETH-31MAR23-15000-P,-,-,-,-,7.7582,-,-,-,-,-0.98172,0.00003,0.68847,-0.11284,-120.22844,-
ETH-31MAR23-2400-P,0.452,-,-,-,0.5685,0.9665,200.1,1,69,-0.54723,0.00033,6.08181,-0.82324,-15.34758,-
ETH-31MAR23-2300-P,-,-,-,-,0.5229,0.9165,200.12,1,-,-0.52298,0.00033,6.11455,-0.82894,-14.3873,-
ETH-31MAR23-20000-P,9.998,-,-,-,10.6744,-,-,-,5,-0.98882,0.00002,0.45101,-0.07721,-160.4416,-
ETH-31MAR23-15000-C,0.0045,15,93.55,0.0035,0.0044,0.0055,98.52,295,5368,0.01828,0.00003,0.6885,-0.11284,0.19052,-
ETH-31MAR23-2200-C,0.2305,167,78.87,0.192,0.1946,0.1975,80.41,167,81,0.50248,0.00033,6.12467,-0.83195,4.23472,-
ETH-31MAR23-1500-C,0.4275,10,-,0.0005,0.3371,0.654,199.98,1,2,0.70878,0.00027,5.26555,-0.74216,5.11246,-
ETH-31MAR23-9000-P,-,-,-,-,4.2633,-,-,-,-,-0.95598,0.00007,1.42976,-0.21501,-71.79687,-
ETH-31MAR23-5000-P,1.5485,-,-,-,1.9538,2.3385,200.16,1,180,-0.86903,0.00017,3.26454,-0.44899,-38.83139,-
ETH-31MAR23-4500-P,1.2695,-,-,-,1.6719,2.0675,200.14,1,16,-0.83847,0.0002,3.75875,-0.51325,-34.53322,-
ETH-31MAR23-1200-C,-,-,-,-,0.4299,0.6935,200.19,1,-,0.80167,0.00021,4.27646,-0.6271,5.1148,-
ETH-31MAR23-6000-C,0.026,233,80.91,0.022,0.0235,0.025,82.97,120,42604,0.09019,0.00013,2.49703,-0.34919,0.91738,326
ETH-31MAR23-2800-P,0.7475,-,-,-,0.7606,1.17,200.21,1,5,-0.63237,0.00031,5.78446,-0.78107,-19.16233,1
ETH-31MAR23-1000-P,0.0875,190,87.6,0.084,0.0867,0.089,90.09,190,2160,-0.14138,0.00016,3.43989,-0.52219,-3.1379,408
ETH-31MAR23-30000-C,0.002,29,98.01,0.0005,0.0012,0.0025,112.43,384,1559,0.00516,0.00001,0.22841,-0.04101,0.05445,-
ETH-31MAR23-3000-P,0.8495,-,-,-,0.8614,1,118.95,10,1563,-0.6684,0.0003,5.57069,-0.75218,-21.04409,1
ETH-31MAR23-8000-C,0.0145,10,85.64,0.013,0.0138,0.0145,87.16,247,13050,0.05447,0.00008,1.69481,-0.24991,0.56008,1
ETH-31MAR23-8000-P,1.361,-,-,-,3.6825,-,-,-,19,-0.94553,0.00008,1.69481,-0.24991,-63.66336,-
ETH-31MAR23-5500-P,1.267,-,-,-,2.2382,2.611,199.99,1,39,-0.89275,0.00015,2.83476,-0.39236,-43.07047,-
ETH-31MAR23-1700-P,0.2785,14,30.54,0.1045,0.2799,0.287,83.62,1,254,-0.35347,0.0003,5.70688,-0.79371,-8.71327,2
ETH-31MAR23-4500-C,0.045,201,78.98,0.0435,0.0458,0.0475,80.81,201,11625,0.16153,0.0002,3.75875,-0.51325,1.59246,352
ETH-31MAR23-1900-C,0.266,165,79.66,0.2425,0.2453,0.2485,81.38,165,16,0.58592,0.00032,5.98211,-0.82123,4.68586,-
ETH-31MAR23-2100-P,0.2995,-,-,-,0.4355,0.817,200.01,1,33,-0.47083,0.00032,6.10841,-0.83199,-12.4681,-
ETH-31MAR23-2600-P,-,-,-,-,0.6628,1.0675,200.08,1,-,-0.59205,0.00032,5.96102,-0.80559,-17.26194,-
ETH-31MAR23-5000-C,0.0375,219,79.61,0.034,0.0359,0.038,81.71,209,34170,0.13097,0.00017,3.26454,-0.44899,1.30826,345
ETH-31MAR23-25000-P,-,-,-,-,13.591,-,-,-,-,-0.99409,0.00001,0.25746,-0.04426,-200.6355,-
ETH-31MAR23-6000-P,1.1275,-,-,-,2.525,-,-,-,76,-0.90981,0.00013,2.49703,-0.34919,-47.2502,-
ETH-31MAR23-600-C,-,500,-,0.0005,0.679,-,-,-,-,0.94755,0.00007,1.64493,-0.27978,3.69359,-
ETH-31MAR23-7000-P,1.4515,-,-,-,3.1016,-,-,-,236,-0.93439,0.0001,1.96078,-0.2791,-55.52044,-
ETH-31MAR23-20000-C,0.002,50,97.47,0.002,0.0027,0.0035,103.15,371,1253,0.01118,0.00002,0.45099,-0.07721,0.117,-
ETH-31MAR23-500-C,0.735,500,-,0.0005,0.7287,-,-,-,1000,0.96294,0.00005,1.2432,-0.2211,3.22282,1000
ETH-31MAR23-9000-C,0.0105,10,86.92,0.01,0.011,0.012,89.31,256,348,0.04402,0.00007,1.42976,-0.21501,0.4545,-
ETH-31MAR23-1900-P,0.305,15,10.65,0.116,0.3541,0.7195,200.08,1,1,-0.41408,0.00032,5.98211,-0.82123,-10.5672,-
ETH-31MAR23-3500-P,0.9825,4,-,0.8205,1.1229,1.5335,199.98,1,1023,-0.74247,0.00027,4.95519,-0.67002,-25.66003,-
