Instrument,Last,Size,IV (Bid),Bid,Mark,Ask,IV (Ask),Size,Open,Δ|Delta,Gamma,Vega,Theta,Rho,Volume
ETH-30DEC22-3500-P,0.838,-,-,-,1.1078,1.4375,200.21,1,2166,-0.8149,0.00026,3.37437,-0.67749,-18.07661,-
ETH-30DEC22-2400-C,0.1215,62,79.39,0.1185,0.12,0.1215,80.44,66,2998,0.38815,0.00038,4.84209,-0.95763,2.52119,160
ETH-30DEC22-2000-P,0.35,1,73.21,0.3325,0.3549,0.5685,155.42,1,12490,-0.48856,0.00039,5.03951,-1.00745,-7.93039,46
ETH-30DEC22-1900-P,0.3135,15,-,0.1185,0.3151,0.6365,200.25,1,227,-0.45337,0.00039,5.00711,-1.00735,-7.22541,89
ETH-30DEC22-1600-C,0.269,18,82.62,0.2645,0.2663,0.2685,84.08,11,23,0.65776,0.00035,4.64205,-0.95679,3.68029,13
ETH-30DEC22-6000-C,0.012,23,87.83,0.012,0.0125,0.013,89.02,35,33297,0.05609,0.0001,1.42767,-0.31256,0.40956,79
ETH-30DEC22-1000-P,0.064,30,92.1,0.064,0.0645,0.065,92.72,18,8277,-0.13253,0.00018,2.70925,-0.61955,-1.85223,504
ETH-30DEC22-3000-P,0.827,1,54.19,0.785,0.8366,1.045,154.02,1,5753,-0.74308,0.00032,4.07388,-0.80998,-14.85166,2
ETH-30DEC22-10000-C,0.005,9927,100.29,0.005,0.0053,0.0055,101.5,50,48116,0.02354,0.00004,0.70224,-0.17542,0.1719,1602
ETH-30DEC22-6000-P,2.166,-,-,-,2.5447,-,-,-,222,-0.94391,0.0001,1.42767,-0.31256,-32.79912,-
ETH-30DEC22-7000-C,0.0095,354,90.7,0.0085,0.009,0.0095,92.23,58,26398,0.04094,0.00008,1.10965,-0.25129,0.30013,347
ETH-30DEC22-30000-P,-,-,-,-,16.6614,-,-,-,-,-0.9968,0.00001,0.12239,-0.03678,-166.01988,-
ETH-30DEC22-3200-C,0.0605,295,80.02,0.0585,0.0596,0.0605,80.92,68,7376,0.22439,0.00029,3.78425,-0.75428,1.54892,32
ETH-30DEC22-1200-C,-,-,-,-,0.3952,0.6205,200.02,1,-,0.80437,0.00025,3.49103,-0.76341,3.84736,-
ETH-30DEC22-5500-C,0.0155,22,86.09,0.0145,0.015,0.016,87.64,90,8574,0.0668,0.00012,1.63666,-0.35103,0.48665,1647
ETH-30DEC22-3200-P,0.683,1,-,0.645,0.9434,1.281,200.13,1,12,-0.77561,0.00029,3.78425,-0.75428,-16.16237,-
ETH-30DEC22-2200-C,0.145,50,79.66,0.144,0.1455,0.1465,80.51,14,1519,0.44612,0.00039,4.99553,-0.99111,2.82658,128
ETH-30DEC22-10000-P,4.501,-,-,-,4.8921,-,-,-,10,-0.97646,0.00004,0.70224,-0.17542,-55.1759,-
ETH-30DEC22-3000-C,0.0705,2,80.12,0.07,0.0705,0.071,80.54,2,27011,0.25692,0.00032,4.07388,-0.80998,1.75268,59
ETH-30DEC22-2800-P,0.7195,-,-,-,0.7317,1.0765,200.25,1,2,-0.70614,0.00034,4.35251,-0.86179,-13.51832,2
ETH-30DEC22-2100-P,0.328,-,-,-,0.3969,0.731,200.21,1,48,-0.52199,0.00039,5.03392,-1.00227,-8.63971,1
ETH-30DEC22-1900-C,0.2139,50,80.74,0.195,0.1966,0.198,81.76,36,413,0.54663,0.00039,5.00711,-1.00735,3.29067,68
ETH-30DEC22-1800-C,0.219,53,81.29,0.216,0.218,0.2195,82.5,58,840,0.58316,0.00038,4.93163,-1.00078,3.43293,162
ETH-30DEC22-40000-P,11.029,26,-,0.0005,22.5479,-,-,-,23,-0.9983,-,0.06908,-0.02139,-221.37861,-
ETH-30DEC22-1300-P,-,24,86.24,0.123,0.1243,0.126,87.56,20,-,-0.23053,0.00028,3.8423,-0.82541,-3.33573,-
ETH-30DEC22-1400-P,0.149,53,84.99,0.1485,0.1496,0.1505,85.81,31,1008,-0.26696,0.0003,4.15478,-0.87866,-3.91657,82
ETH-30DEC22-2500-C,0.111,46,79.42,0.108,0.1093,0.1105,80.32,40,5978,0.36207,0.00037,4.73716,-0.93676,2.37623,194
ETH-30DEC22-8000-C,0.007,243,93.52,0.0065,0.0072,0.008,96.27,55,18963,0.0328,0.00006,0.92582,-0.21752,0.24033,311
ETH-30DEC22-2100-C,0.162,37,79.87,0.159,0.1607,0.162,80.89,52,302,0.47801,0.00039,5.03392,-1.00227,2.98333,53
ETH-30DEC22-3500-C,0.0485,255,80.7,0.0465,0.0473,0.048,81.45,28,37224,0.1851,0.00026,3.37437,-0.67749,1.29512,273
ETH-30DEC22-40000-C,0.0005,-,-,-,0.0004,0.001,135.12,100,1212,0.0017,-,0.06908,-0.02139,0.01256,-
ETH-30DEC22-1400-C,-,-,-,-,0.3254,0.587,200.14,1,-,0.73304,0.0003,4.15478,-0.87866,3.83213,-
ETH-30DEC22-2000-C,0.1785,47,80.25,0.176,0.1776,0.1785,81.09,21,3400,0.51144,0.00039,5.03951,-1.00745,3.13917,26
ETH-30DEC22-1500-C,0.3,-,-,-,0.2948,0.5715,200.1,1,6,0.69567,0.00033,4.4223,-0.92333,3.76898,6
ETH-30DEC22-5500-P,1.7045,-,-,-,2.2528,-,-,-,93,-0.93321,0.00012,1.63647,-0.35099,-29.9547,-
ETH-30DEC22-800-C,-,-,-,-,0.5665,-,-,-,-,0.91894,0.00012,1.89755,-0.45981,3.31395,-
ETH-30DEC22-5000-P,1.1055,-,-,-,1.9625,-,-,-,100,-0.91704,0.00014,1.93087,-0.40733,-27.073,-
ETH-30DEC22-20000-C,0.002,4,110.47,0.001,0.0016,0.0025,120.34,505,3011,0.00701,0.00001,0.24666,-0.07016,0.05134,-
ETH-30DEC22-4500-P,1.18,200,-,1.649,1.6736,-,-,-,26,-0.8955,0.00017,2.29,-0.47361,-24.15453,-
ETH-30DEC22-4000-C,0.0345,28,82.04,0.033,0.0338,0.0345,82.96,64,61856,0.13828,0.00021,2.78928,-0.56969,0.9825,5366
ETH-30DEC22-1800-P,0.277,10,80.9,0.2745,0.2777,0.28,82.79,15,2204,-0.41684,0.00038,4.93163,-1.00078,-6.52967,7
ETH-30DEC22-15000-C,0.003,2,106.58,0.002,0.0023,0.003,111.15,42,2959,0.01049,0.00002,0.35117,-0.0939,0.07713,-
