Instrument,Last,Size,IV (Bid),Bid,Mark,Ask,IV (Ask),Size,Open,Δ|Delta,Gamma,Vega,Theta,Rho,Volume
ETH-29JUL22-3200-P,0.545,-,-,-,0.9197,-,-,-,255,-0.96376,0.00014,0.48178,-0.4582,-4.13965,-
ETH-29JUL22-6000-C,0.0005,-,-,-,0.0002,0.001,131.54,802,706,0.0017,0.00001,0.03316,-0.03885,0.00334,1
ETH-29JUL22-1500-C,-,-,-,-,0.1781,0.323,200.3,1,-,0.69051,0.00066,2.13632,-1.9568,1.12626,-
ETH-29JUL22-1200-C,-,-,-,-,0.312,0.408,200.29,1,-,0.8621,0.00036,1.33494,-1.39739,1.20903,-
ETH-29JUL22-2200-P,0.258,5,-,0.1085,0.3449,0.416,134.99,5,11252,-0.79787,0.0006,1.70732,-1.38332,-2.51183,-
ETH-29JUL22-3000-P,0.67,-,-,-,0.8012,-,-,-,1527,-0.9532,0.00018,0.59274,-0.54248,-3.85606,-
ETH-29JUL22-8000-P,-,10,-,0.0005,3.7885,-,-,-,-,-0.99955,-,0.00984,-0.0125,-10.52392,-
ETH-29JUL22-4000-C,0.002,41,100.21,0.0015,0.0017,0.002,103.87,438,6220,0.01436,0.00006,0.22109,-0.23368,0.02791,58
ETH-29JUL22-5000-C,0.0005,50,107.79,0.0005,0.0007,0.001,115.65,328,1282,0.00626,0.00003,0.10692,-0.1246,0.01214,27
ETH-29JUL22-1600-P,0.1005,2,84.69,0.0995,0.0998,0.1005,85.41,388,4625,-0.38425,0.00074,2.315,-2.04693,-1.06395,447
ETH-29JUL22-3500-P,0.739,-,-,-,1.098,-,-,-,40,-0.97459,0.0001,0.35905,-0.3584,-4.55531,-
ETH-29JUL22-2300-P,0.253,1,-,0.001,0.3983,0.5555,200.14,1,3,-0.83736,0.00052,1.49025,-1.21496,-2.71584,-
ETH-29JUL22-2200-C,0.028,448,77.22,0.0275,0.0281,0.0285,78.2,26,10411,0.20213,0.0006,1.70732,-1.38332,0.38249,1948
ETH-29JUL22-2000-P,0.2475,19,-,0.12,0.2459,0.4185,199.84,18,4661,-0.6899,0.00075,2.13813,-1.73407,-2.05693,21
ETH-29JUL22-2300-C,0.0225,416,77.64,0.021,0.0216,0.022,78.76,75,8707,0.16264,0.00052,1.49025,-1.21496,0.31004,2630
ETH-29JUL22-4000-P,-,-,-,-,1.3959,-,-,-,-,-0.98564,0.00006,0.22109,-0.23368,-5.2345,-
ETH-29JUL22-4500-C,0.001,717,98.87,0.0005,0.0009,0.0015,111.28,89,2103,0.00802,0.00003,0.13314,-0.14574,0.01564,112
ETH-29JUL22-1600-C,-,54,83.38,0.14,0.1421,0.1425,85.19,67,-,0.61575,0.00074,2.315,-2.04693,1.04101,-
ETH-29JUL22-3500-C,0.003,200,93.47,0.0025,0.003,0.0035,98.14,821,7833,0.02541,0.0001,0.35905,-0.3584,0.04929,215
ETH-29JUL22-3400-P,0.423,-,-,-,1.0384,-,-,-,125,-0.9721,0.00011,0.38813,-0.38004,-4.41889,-
ETH-29JUL22-3400-C,0.004,164,92.89,0.003,0.0033,0.0035,95.05,387,3662,0.02789,0.00011,0.38811,-0.38002,0.05415,48
ETH-29JUL22-2400-C,0.017,363,78.68,0.0165,0.017,0.0175,79.97,71,20883,0.13219,0.00045,1.2968,-1.07037,0.25328,1468
ETH-29JUL22-1000-C,0.454,-,-,-,0.4167,-,-,-,1000,0.9288,0.0002,0.82435,-0.96099,1.12564,-
ETH-29JUL22-1900-C,0.0655,339,78.22,0.064,0.0648,0.0655,79.31,171,3397,0.37934,0.0008,2.30607,-1.89183,0.6914,2478
ETH-29JUL22-3200-C,0.004,15,90.4,0.004,0.0043,0.0045,92.14,577,9702,0.03624,0.00014,0.48176,-0.45819,0.07028,283
ETH-29JUL22-8000-C,0.0005,-,-,-,-,0.0005,146.03,30,746,0.00045,-,0.00984,-0.0125,0.00089,-
ETH-29JUL22-1900-P,0.201,-,-,-,0.202,0.2935,142.77,1,1251,-0.62066,0.0008,2.30604,-1.89181,-1.80826,154
ETH-29JUL22-6000-P,-,-,-,-,2.5916,-,-,-,-,-0.9983,0.00001,0.03316,-0.03884,-7.89026,-
ETH-29JUL22-2000-C,0.05,387,77.25,0.048,0.0488,0.0495,78.42,193,8168,0.3101,0.00075,2.13813,-1.73407,0.57428,1635
ETH-29JUL22-4500-P,-,-,-,-,1.6944,-,-,-,-,-0.99198,0.00003,0.13314,-0.14574,-5.90457,-
ETH-29JUL22-1400-P,0.0565,411,90.89,0.056,0.0567,0.057,91.78,104,6328,-0.24241,0.00056,1.89409,-1.80447,-0.6574,2465
ETH-29JUL22-2800-P,0.574,-,-,-,0.6836,-,-,-,1007,-0.9362,0.00024,0.75731,-0.66922,-3.56022,1
ETH-29JUL22-2800-C,0.0085,2,84.58,0.0075,0.0076,0.008,85.68,34,13913,0.0638,0.00024,0.75731,-0.66922,0.12346,155
ETH-29JUL22-2500-P,0.455,2,-,0.27,0.5099,0.6525,200.55,1,284,-0.8921,0.00038,1.12379,-0.93991,-3.0814,1
ETH-29JUL22-7000-P,-,-,-,-,3.1901,-,-,-,-,-0.99875,0.00001,0.02498,-0.03167,-9.20677,-
ETH-29JUL22-1500-P,0.0765,463,87.24,0.075,0.0759,0.0765,88.42,331,4973,-0.30949,0.00066,2.13632,-1.9568,-0.84714,512
ETH-29JUL22-1000-P,0.015,24,111.51,0.015,0.0152,0.0155,112.52,34,7970,-0.0712,0.0002,0.82435,-0.96099,-0.18996,2644
ETH-29JUL22-2100-P,0.217,-,-,-,0.2938,0.4635,200.32,1,365,-0.74923,0.00068,1.92879,-1.55808,-2.2926,-
ETH-29JUL22-2600-P,0.467,-,-,-,0.5675,-,-,-,4570,-0.90864,0.00033,0.99508,-0.8527,-3.24456,-
ETH-29JUL22-1800-C,0.086,389,79.64,0.0845,0.0853,0.086,80.68,113,3675,0.45589,0.00082,2.4027,-2.00671,0.81448,2437
