Instrument,Last,Size,IV (Bid),Bid,Mark,Ask,IV (Ask),Size,Open,Δ|Delta,Gamma,Vega,Theta,Rho,Volume
BTC-30SEP22-22000-C,-,8,53.3,0.3125,0.3363,0.36,92.01,8,-,0.85454,0.00002,40.08048,-13.0851,50.89462,-
BTC-30SEP22-70000-P,1.212,1,-,0.1,1.2383,-,-,-,30.7,-0.96473,0.00001,13.64479,-4.26244,-216.35663,-
BTC-30SEP22-45000-C,0.0305,24,60.56,0.0295,0.0302,0.0305,61.23,1,2461.7,0.18763,0.00003,47.25172,-12.61471,15.4586,122.1
BTC-30SEP22-26000-C,0.2335,1,66.61,0.237,0.2402,0.244,70.56,1,3.8,0.75163,0.00003,55.56863,-16.63568,50.22618,-
BTC-30SEP22-35000-P,0.2365,9,59.85,0.2065,0.2095,0.215,63.7,9,1840.4,-0.55989,0.00004,69.21475,-18.50702,-75.56479,-
BTC-30SEP22-36000-P,-,6,42.23,0.192,0.2314,0.2785,82.31,6,-,-0.59319,0.00004,68.08641,-18.11761,-80.97679,-
BTC-30SEP22-40000-P,0.361,1,56.56,0.321,0.3283,0.3365,64.64,5,834.3,-0.7099,0.00003,60.07577,-15.84057,-101.95751,-
BTC-30SEP22-28000-C,0.173,10,63.99,0.1945,0.1986,0.2025,68.03,1,63.5,0.68802,0.00003,62.07814,-17.93798,48.06755,6.9
BTC-30SEP22-60000-C,0.008,11.3,66.73,0.0085,0.0087,0.0095,68.18,97.3,1776.1,0.06147,0.00001,21.30291,-6.24271,5.18336,9.7
BTC-30SEP22-80000-P,0.6275,1,-,0.2,1.5558,-,-,-,25,-0.97622,-,9.83424,-3.27863,-248.66615,-
BTC-30SEP22-150000-C,0.0005,-,-,-,0.0003,0.001,100.91,25.1,675.7,0.00256,-,1.38993,-0.55609,0.21766,-
BTC-30SEP22-55000-P,0.355,10,-,0.7545,0.7672,-,-,-,1.8,-0.91452,0.00001,27.42044,-7.76501,-165.15999,-
BTC-30SEP22-10000-C,0.6835,11,-,0.6765,0.6849,0.6915,132.11,11,5.5,0.98518,-,6.57495,-3.13844,29.48787,-
BTC-30SEP22-65000-C,0.007,5.3,68.52,0.006,0.0064,0.007,70.36,70.4,563.4,0.04566,0.00001,16.8286,-5.09208,3.85973,-
BTC-30SEP22-30000-C,0.137,7.1,63.47,0.1605,0.1619,0.163,64.64,2.4,603,0.61865,0.00003,66.88583,-18.75552,44.8609,3.8
BTC-30SEP22-45000-P,0.503,-,-,-,0.466,0.757,199.43,1,396.4,-0.81237,0.00003,47.25172,-12.61471,-125.54654,-
BTC-30SEP22-350000-C,0.0005,-,-,-,-,0.0005,136.1,3,161.6,0.00026,-,0.16751,-0.08323,0.02165,-
BTC-30SEP22-22000-P,0.0415,19.9,74.12,0.0375,0.0382,0.039,75.29,13,187,-0.14546,0.00002,40.08048,-13.0851,-18.04122,136
BTC-30SEP22-90000-C,0.002,9.9,78.57,0.002,0.0023,0.003,82.72,81.5,1586.1,0.01638,-,7.1665,-2.50271,1.38439,15.4
BTC-30SEP22-150000-P,1.93,-,-,-,3.7863,-,-,-,0.1,-0.99745,-,1.38851,-0.55552,-469.7997,-
BTC-30SEP22-200000-P,-,-,-,-,5.3814,-,-,-,-,-0.99841,-,0.90265,-0.40368,-626.55557,-
BTC-30SEP22-15000-C,0.536,9,-,0.5175,0.5331,0.5445,109.6,9,26.5,0.95495,0.00001,16.64832,-6.66154,41.4319,-
BTC-30SEP22-15000-P,0.014,25,90.27,0.011,0.0117,0.012,92.16,5.1,1469.9,-0.04508,0.00001,16.65438,-6.66396,-5.57268,31.8
BTC-30SEP22-24000-C,-,8,49.59,0.256,0.2863,0.314,88.66,8,-,0.80751,0.00002,47.99978,-14.96208,51.1899,-
